,title,date,content
462,[討論] 香港人需要英粉的支援啊，人呢?,2/29,"[': 能先回台灣嗎？', ': 選完了票拿到了 bye~bye~', ': 他們這麼鬧，是想來台嗎？絕對拒絕他們來台', ': 選舉到了再叫我', ': 早給拒絕了', ': 別站內', ': 下次要連任再說', ': 提款機沒錢啦']"
463,Re: [討論] 喂，香港又出事了，人怎麼不見了,2/28,"[': 香港自己選舉都選完了！況且現在是防疫', ': 期間，誰敢聚集在一起？']"
464,Re: [討論] 喂，香港又出事了，人怎麼不見了,2/28,"[': 反串的不錯', ': 認真的idcc體 不是反串', ': 無聊']"
465,[討論] 喂，香港又出事了，人怎麼不見了,2/28,"[': 網址不會縮？', ': 八卦板不是有一篇爆文了??', ': 四年後再關心，謝謝', ': 八卦已經有了', ': 八卦早上就po了 也推爆了', ': 對拉，八卦有，政黑就不需要了，讓我們', ': 繼續歌頌政府', ': 政黑都五毛 怎麼講香港？', ': 啊所以就是有人關心阿', ': 哪裡有被忘記?', ': 五毛只能跑政黑怪我囉', ': 請等四年好嗎', ': 關心但不介入']"
466,[討論] 台灣根本不會變香港啊,2/24,"[': 你那邊還來得及提醒國民黨要換韓', ': 我是比較擔心 今日高雄 明日台灣，草包', ': 會亡國']"
467,[討論] 香港人知不知道自己被食人血饅頭了,2/23,"[': 這種硬掰出來的名詞就不要用了', ': 關心不介入', ': 要武統就快點   成天嘴砲有什麼用？', ': 香港多數人都是親中的啊 要是這麼討厭中國', ': 當初幹嘛回歸', ': 是嗎?我聽香港人到是爽的很，可以在中', ': 也只有白癡台灣人以為香港反中', ': 五毛多關心武漢肺炎吧，支那變成過街老', ': 鼠了', ': 共臉上抹屎，他們很爽。你可以去連登', ': 臺灣和香港兩邊的憤青都一樣的 沒腦子了', ': 港人爭港人自由 支那繼續死全家 世界和平', ': 發一篇來看看，問香港人的意見', ': 也只有少數覺青在那整天說要獨立 跟台灣一', ': 樣', ': 講話大聲不代表人多', ': 像韓糞552萬票的真的好多', ':  香港人知道 也不介意被吃人血饅頭 因柄', ': 所以你關心地震災民的方式是去被壓？']"
468,[討論] 香港年輕人是不是失去理智了,2/21,"[': 你有看過小丑嗎', ': 有你失控嗎', ': 有比武漢肺炎失控嗎？', ': 柯韓粉有資格說別人嗎？', ': 三小', ': 狂帶風向耶你', ': 是啊，所以才會相信洨英會幫牠們', ': 殊不知只是DPPer的提款機，港仔真的是', ': 腦殘沒藥醫', ': 喔', ': 聖光術', ': 寄生粉刷一波推文6666', ': 失去理智的是港共政府', ': 你們親中國的在香港選舉都輸了 還在崩', ': 請問失控跟受控怎麼區別？', ': 有沒有被黨洗腦的差別', ': 被逼的啊']"
469,[討論] 台灣變香港.. 用共產黨恐嚇台灣？,2/21,"[': 國民黨一邊說拒絕一國兩制，一邊又說憲', ': 法一個中國，莫怪人轉向', ': 樓上邏輯堪慮，國民黨說一個中國，', ': 哪有說一國兩制', ': 那群人主要是贏在科技的運用。。。', ': 國民黨有精神分裂', ': 人家習近平就不承認是在哈囉？', ': 叫你們提新論述是要多久？']"
470,[黑特] 香港人現在不敢抗爭是不是很孬？,2/21,"[': 喔', ': 我OK你先衝', ': 如果你每天看台灣媒體，真的會覺得', ': 反送中鬧得很沸沸揚揚', ': 選舉都大贏 很沸騰阿', ': 四', ': 我OK你先衝XD', ': 反送中後期根本剩一堆沒理智的人', ': 莫名被二樓戳到笑點', ': 你可以去幫忙啊', ': 哦', ': 因為媒體沒報，以為沒有', ': 有休假日的抗爭，本來就是假的', ': 信的人腦袋空空', ': 武漢肺炎威力強過解放軍', ': 倒是話題很好被利用', ': 是台灣選完了 就不需要他們抗爭了', ': 選前小事都能造三餐播送', ': 選完了 兩年後再來 謝謝', ': 我OK你先衝w', ': 我也Ok 你們先衝']"
471,[黑特] 首例香港警察確診武漢病毒,2/20,"[': 喜迎祖國疝液', ': 中共是垃圾 但是某些警察也只是工作', ': 也不用一竿子打翻一群人', ': AV01要出新公告了(?', ': 黑警死清光', ': 樓上同流合污 其實也是共犯', ': 夕賀，最好傳給黑警']"
472,Re: [討論] 之前香港人看到連任到底在爽什麼,2/20,"[': 他們至少知道?', ': 不爽才奇怪+1', ': 中華民國政府要怎衝康?', ': 所以中華民國政府要怎衝康?', ': 所以中華民國政府要怎衝康?', ': 你是答不上來還是不敢答?', ': 噗!!所你承認自己編故事囉?', ': 這篇說的沒錯 香港人只是單純害怕 雖', ': 然無知', ': 那就只是為了爽而已', ': 最初的問題你一直逃避做啥?', ': 就和我們擔憂吳思懷進國防會一樣的道理', ': 中華民國政府是有基本法治的國家~忘了?', ': 陳長文衝康了啥?', ': 你拿著沒有發生的事入人於罪，自己不知道?', ': 故意刁難台灣司法系統??噗!!', ': 這種話都說得出來?他有啥權力刁難?', ': 還是有意見就是刁難?中華民國國民不准說話', ': 是吧?', ': 你連關法治啥事都不知道??笑死我了', ': 看到你連法治關這啥事都不知道我大概懂了', ': 故意丟一個燙手山芋??哈哈哈哈哈!!是是是', ': 不能反對~不能有意見!民進黨就是我的主', ': 是是是~~呵呵!不懂法治的人盡量說', ': 不懂法治的絕對是你', ': 又~台灣需不需要接受自首本來就各有利弊', ': 看從甚麼出發點罷了~唉!連這都要教', ': 中華民國的法治是啥你真的不多想?噗', ': 就拿你扯的啥資助不准過去好了', ': 沒差吧，香港人本質就是支那人', ': 中華民國的法治下，要怎靠一黨之意做到?', ': 不懂法治就是這種', ': 就我們看到的，基本的安全帽就好', ': 中華民國的法治下，怎禁止寄安全帽去香港?', ': 你就是一整個拿無知當力量罷了', ': 你反倒要擔心的是香港政府的攔截', ': 不要說你不知道台灣有人寄安全帽去香港', ': 忙', ': 你都說只是不喜歡跟敵人站在一起的人了', ':  還不是為了爽而已嗎', ': ㄏ 關心但不介入', ': 連這基本的法治都不知道~~我的老天', ': 我們是民主國家，但你的文章看起來不像活', ': 在中華民國', ': 你還是搞不懂法治~可悲', ': g大吵這個贛嗎？', ': 台灣都天天中華民國滅亡，吵啥鬼啊？', ': 在國外人家問你從那來?', ': 沒講中華民國是啥?', ': 更好笑是講北京話，沒說是中國人會被', ': 中國大媽圍喔～', ': Goetze 再凹很難看，國民黨的葉毓蘭你要', ': 怎麼解釋，想裝死沒看到嗎', ': 支持邱毅跟吳思壞的就是 KMTer', ': 國民黨就有挺黑警的立委了啊，如果拿到中', ': 央執政權，你說不會衝康香港，韓粉才信啊', ': 國民黨台灣兒總統會幫中共讚聲還是幫香港', ': ，三歲兒童都知道', ': 親共勢力當選香港當然怕', ': 國民黨會捐囗罩給中國，然後自己不夠']"
473,[討論] 之前香港人看到連任到底在爽什麼,2/20,"[': 幻想民進黨會支持他們港獨', ': 香港人不會知道諸如東廠、自己去剛老闆講', ': 其實只會他國事務 關心但不介入', ': 這些狗屁倒灶的鳥事', ': 幻想菸黨會真台獨', ': 我有香港朋友說輸真慘是神..差點吐出來', ': 發現 共產黨不是在任何地方都能為所欲為', ': 也有輸的時候']"
474,[討論] 香港抗爭該用什麼方式,2/18,"[': 有人在關心香港嗎＠＠？', ': 香港經濟差不多垮了，要提防低端香港人來', ': 台', ': 現在先躲武漢肺炎吧', ': 看看之後香港的經濟狀況吧', ': 香港重要嗎？', ': 不是免洗筷嗎？', ': 今日武漢明日台灣好了', ': 故意感染肺炎接近林鄭感染高官，is自', ': 殺攻擊']"
475,[黑特]還真搶衛生紙 香港傳劫匪持刀搶走600捲,2/17,"[': 要搶也是搶口罩吧', ': 衛生紙不夠 可以買免治馬桶']"
476,[討論] 怎麼現在都沒有公開關心香港了,2/16,"[': 誰理你們 早選完了', ': 選完了誰理他們', ': 現在香港也在防武漢肺炎啊', ': 一堆賤畜攻佔香港', ': 說好的 因為港獨再也不去香港了呢？', ': 選完了 菸粉也不出來撐香港了', ': 武漢肺炎來了，先抗疫情吧', ': 肺炎過了，再跟北京算帳', ': 香港真的可憐 一堆中國帶病的', ': 有福沒有 有病同當', ': 有阿  每天都跟香港的朋友聊天', ': 選完 撐你媽啦', ': ptt看世界', ': 原來是原始人在上網，笑死…你搜尋引擎是', ': 不是設百度？', ': 2024才會再炒一波。', ': 没有利用價值了，笨', ': 你不知道這裡是台灣嗎？']"
477,[討論] 日本政府會要船上傳染疾病的香港人賠錢嗎,2/16,"[': 這麼小氣，還是跟中國爸爸討零用錢吧', ': 賠AV女優']"
478,[討論] 應該將偷跑的香港人遣返武漢,2/15,"[': 反送中 撐香港人', ': 香港人其實大部分很瞧不起台灣人', ': 菸粉不是撐香港 可憐吶', ': 港仔港女現實就是大雷包', ': 可憐啊', ': 垃圾港仔 on9']"
479,[討論] 香港人 才是好狗運 武漢是被誤殺?,2/15,"[': 香港現在也很慘', ': 美國不准微泥對港動粗，', ': 微泥早準備好了P4武漢病毒對付香港', ': 香港染疫後在軍管維穩']"
480,Re: [新聞] 香港3人組來台逃避檢疫 請全民協尋,2/14,[': 小明：哈哈']
481,[新聞] 香港3人組來台逃避檢疫 請全民協尋,2/14,"[': 推', ': 中共派來散播善意的', ': 為什麼都不直接登錄護照或其他身分證件', ': 用寫的就會發生假資料的問題啊', ': 填那地址，應該是中國人有關，一堆中國', ': 女上班小姐…', ': 中國目前因無法開工，導致訂單轉移等等', ': 問題，應該很想拖人下來', ': 應該是來賣淫的', ': 不可公佈年齢照片是三小', ': 什麼都不公布要人怎麼找??', ': 問中央啊']"
482,[討論] 香港的下一步,2/14,"[': 選舉過了 被英粉放生了', ': 香港那個沒辦法了吧，有能力都離開了', ': 台灣本來就只能聲援', ': 難道要派涼山部隊攻入總督府活抓林鄭?']"
483,[討論] 香港人違法亂跑應該要實施鞭刑,2/14,"[': 那台灣人怎麼辦？', ': 樓下喜歡被肛刑']"
484,Re: [新聞] 3香港人居家隔離失聯　北市公布姓名,2/14,"[': 這是居家檢疫~你要強制隔離現在居家檢疫', ': 剛剛聽記者會好像幾萬人你人力夠嗎..', ': 公車捷運密閉空間1公尺內有不特定人請戴口罩', ': 強制隔離？台灣現在居家隔離就上萬人了...', ': 哪來這麼多隔離所']"
485,Re: [新聞] 3香港人居家隔離失聯　北市公布姓名協尋,2/14,[': 通緝 抓到 強制驅逐出境吧']
486,[新聞] 3香港人居家隔離失聯　北市公布姓名協尋,2/14,"[': 覺得資料留電話都要先打過去看有沒有接', ': 通才能放行', ': 寫資料不是要對護照嗎？關防在打混？', ': 樓上的同學有出國過嗎？', ': 笑死，他們謊填的都是護照上沒有的資料阿', ': 香港人的護照上怎麼會有台灣地址跟電話?', ': 請問可以公布照片嗎不然走在路上誰知道', ': 護照沒電話啊，通常是留住宿點或飯店的', ': 違反防疫法,應該請警方發佈通緝', ': 這3個留中華電信表示刻意的', ': 警方應儘快調入境時的攝影機公布照片', ': 照片', ': 個資法涉及公共利益時可以直接公布', ': 最好是長相要出來', ': 香港人除非有認識的台灣人有地方可以住，', ': 不然去住飯店應該都要登記資料才對?', ': 外國人護照會寫台灣地址? 3樓先學會申請', ': 護照先吧', ': 港仔果然水準低', ': 找到就就地正法啦，死港仔', ': 這幾個直接遣送啦', ': 中國香港人水準一直是這樣阿..', ': 有啥好意外 來這邊殺人的 砸旅館的啦', ': 靠！柯文哲這個垃圾，連居家管理也作不', ': 好', ': 抓到強制出境，20年內不能入境!', ': 照片啦', ': 菸畜什麼時候會把鍋丟到柯頭上呢？', ': 香港人會知道中華電信客服... 絕對故意阿', ': 台北版的武昌起疫', ': 就說香港廢青大多是垃圾 不值得同情', ': 柯文哲在幹嘛 三個人都看不住 爛欸', ': 好笑 居家監護是24小時軟禁嗎?', ': 她媽要跑是有人管得住喔 台中宜蘭也跑', ': 又來甩鍋了ㄏ', ': 1450蟑螂把人交出來']"
487,[討論] 香港更苦的日子要來了,2/13,"[': 香港真的超慘 之後又還要被dpp打臉', ': 外界不看好，習近平必然殘酷對付港人', ': 如果要好好處理，當然找自己人呀', ': 好好處理(X  流血鎮壓(O', ': 怎麼可能指望DPP  指望川普吧', ': 台灣從來就幫不了香港什麼', ': 香港人去年瘋台灣選舉不知道是在瘋啥', ': 瘋一個心靈寄託', ': 米國也幫不了香港，取消關稅地位也只是給', ': 香港一個痛快而已', ': 再說一次誰都救不了香港的，能逃的快逃吧']"
488,[討論] 香港中小學要延後到三月中才上課,2/13,"[': 香港50例耶，還有疑似社區感染，當', ': 然要延啊', ': 好爽']"
489,Re: [討論] 香港抗爭好像停止了?,2/13,"[': 一堆人都拿CIA的推薦去英美名校鍍金去了', ': 讚讚讚', ': 原來病毒是那些抗議者帶來的啊', ': 還以為是大陸傳過去的呢', ': 香港失業率暴增，已經回不去了', ': 昨晚才又搞了一場，雖然規模不大，這幾', ': 天持續有行動的', ': 香港人就繼續搞阿 港人怕死 第一天知', ': 道喔', ': 聽說很多國家只要香港轉機就不准入境']"
490,[討論] 香港抗爭好像停止了?,2/13,"[': 他們口嫌體正直啊', ': 年底立法會選舉還會有一波啦', ': 一個是被鎮壓才可能會死', ': 一個是可能會自滅而亡 還是有點差', ': 買不到口罩阿 想不到要讓香港人', ': 不能抗爭就是搶完他的口罩', ': 但是要賠上韭菜的命而已', ': 應該不會有人那麼傻吧，在疫區群聚=自殺', ': 1樓完美示範風涼話', ': 沒事群聚被傳染怎麼辦 反正中國也無力鎮壓', ': 香港了', ': 新聞不報導不代表抗爭停止好嗎..', ': 用瘟疫擋抗爭 支那就是強', ': https://reurl.cc/mdEY2W', ': 有陰謀論說 放出病毒 就是為了平香港', ': 唬爛也信 為了平香港搭上整個湖北?', ': 還有啦 昨天黃大仙 又有人被捕', ': 香港現在醫護罷工...哪裡沒抗爭...', ': 只是訴求不同而已', ': 民進黨剛選完 還不用', ': 黨選完了你當然看不到嘍', ': 關心但不介入，等DPP要選舉時就會再開', ': 始了', ': 中國送了一堆感染者去香港，就是為了壓制', ': 集會遊行，不然你以為林鄭為何遲遲不封鎖', ': 中國人入港', ': 幹 就買不到口罩怎麼上街?', ': 2022 2024又會再來', ': 因為黨媒不需要啦，你才看不到', ': 選完了！幹嘛還演', ': 民進黨選完啦w', ': 選舉選完連關心都不用了', ': 不重要', ': 習大 : 用瘟疫 解決 香港問題 !!!', ': 如果抗爭搞到自滅之後就沒人能替港民說話', ': 了 當然先深潛等待時機']"
491,[討論] 菲律賓事件香港根本不敢抗議,2/12,[': 請正名台北']
492,[新聞] 武漢肺炎香港大樓疑爆群聚感染 可能糞管,2/11,"[': 又是X糞', ': 便便傳播 夏天快到了', ': 香港不都是公寓式住宅  有幾間透天厝？', ': 管教授1/23就警告了', ': 香港那種居住密集程度 一爆發一定很慘', ': 可是恆生還是大漲四百']"
493,[新聞]武漢肺炎》香港爆社區感染 疑病毒藉未密,2/11,"[': 這次武漢瘟疫傳染途徑不止口沫，', ': 接觸，氣溶膠，糞便都可能.', ': 戴口罩只是求心安', ': 既然包括口沫，戴口罩就不只是求心安', ': 只靠戴口罩是不夠而已', ': 放屁的話....']"
494,Re: [討論] 之前有預言有間香港公司關起來台海就和平,2/09,[]
495,Re: [討論] 之前有預言有間香港公司關起來台海就和平,2/09,[]
496,[討論] 之前有預言有間香港公司關起來台海就和平,2/09,"[': 有按時回診嗎 這種一定要回診 聽醫生的', ': 話']"
497,Fw: [新聞] 臉書Google傳放棄香港 海底電纜計畫改連台灣菲律賓,2/09,"[': 他們才是真專制國家', ': 真的 誰把星國垃圾中資雞舍趕出台灣', ':  我一輩子投他', ': 透明', ': 你發文的這些有證據嗎？還是都是你個', ': 人的臆測？']"
498,[討論] 深圳入境香港情況,2/08,"[': 香港不敢直接封城...', ': 柯粉哭暈，恨不得衝去深圳', ': 香港已經暴衝一波中國入境人數了', ': 垃圾林鄭', ': 八萬人的樣子', ': 廣東已經是一級疫區 如果早幾天封成 廣深', ': 也不至於走到這地步']"
499,[討論] 深圳封城？今晚會有多少人衝擊香港關卡？,2/07,"[': 我比較喜歡看亞衣卡在牆壁上的', ':  https://i.imgur.com/KnCsqgG.jpg', ': 深圳封城等於中國亡了啊  華強北不開', ': 工 GDP少一半', ': 這樣台幹還要回去嗎？送死吧', ': 祖國感冒  香港也要打噴嚏阿', ': 不然就是不認同祖國']"
500,[新聞] 台灣再增3例武漢肺炎「2例僅香港轉機」,2/06,"[': 轉機就中 那各國實際案例到底多慘...', ': 這樣算是蠻容易就中的....', ': 安全的做法不是龜在家裡深蹲嘛? XD', ': 從香港轉機的經驗，座位被中國人包圍。', ': 中國無所不在啊', ': 我從過年 除了上班就是宅在家裡了', ': 不浪費口罩 也不用擔心被傳染', ': 轉機就中也太恐怖']"
501,[黑特] 香港公司關起來就不用戰爭...,2/06,[]
502,[討論] 有人知道為什麼香港不完全封關嗎？,2/06,"[': 港澳封了  高官眷屬要從哪邊逃', ': 一堆封城了 林鄭還在#相信黨', ': 簡單 林鄭只聽中央 她就是個傀儡印章', ': 特首又沒有決定權', ': 香港人可憐訥', ': 香港封關?', ':  https://i.imgur.com/98OCMNW.jpg', ': https://i.imgur.com/GSrPB6P.jpg', ': 要留給趙家人一盞燈']"
503,[黑特] 西方左派學者談武漢肺炎和香港反送中,2/06,"[': 只有自殺 失蹤變多而已', ': 跟法國比起來只是小事', ': 推一個', ': 這些東西這麼猖狂，怪不得極右又要', ': 復甦了...', ': 拿錢辦事，就這麼簡單', ': #2到底是在公三小', ': 這是大外宣吧', ': 我照你說的google了Slavoj Zizek對香港的', ': 評論，找到的他鼓勵香港人民和譴責警察進', ': 入校園...', ': 港警會被究責嗎', ': 呵呵 這種""挺川可促使民主黨轉左""的左派', ': 所以這學者是防疫專業的?', ': 你的原文哪來的？把Zizek的話去脈絡化地歸類', ': 成和KMT一樣他會哭吧。', ': 逐字稿呢', ': 西方左派以為中共還是共產主義其實已經', ': 納粹化了啦', ': 極左=極右', ': 你在斷章取義']"
504,Re: [新聞]鑽石號新確診患者無人與香港男患者密切接觸,2/06,"[': 日本滿可憐的.......', ': 鬼盜船==', ': #相信政府 #柯糞才搶口罩 #', ': 豪可怕 整船交叉感染', ': 鹿兒島那班巴士是不是也要驗一下', ': 那艘船應該不止20..等到數量到一個', ': 郵輪上還有自助餐廳 病毒把廢', ': 數字後 台灣這邊它們消費過的地方', ': 而且很多家庭、情侶無聊就瘋狂做菜', ': 都會驚慌']"
505,[新聞]鑽石號新確診患者無人與香港男患者密切接觸,2/06,"[': 船上的群聚感染?', ': Safe!', ': 希望台灣沒事，不然這艘船真是最大問題吧', ': 這比什麼人講了什麼話更需要注意。', ': 船上密閉空間那麼多 真的有點慘', ': .......................', ': 慘', ': 空調設備傳染吧 SARS香港這樣傳開的', ': 你解讀錯誤了......', ': 完了', ': 慘，意思是應該不止10+1人染病，只是還沒發', ': 病而已', ': 搞錯，已經是20+1了']"
506,[討論] 香港人明天到底能不能入境？訊息混亂！,2/05,"[': 內文有寫啦', ': 申請獲准 十四天', ': 還是覺得不是很清楚', ': 航空版有人打電話去問，說不含港澳', ': 香港已經淪陷還不封？', ': 現在整個很混亂，新聞兩種說法都有也一堆', ': 很多香港人每天回深圳睡覺，隔天回香港', ': 上班欸', ': 就算能來也要隔離14天，這叫哪門子的觀', ': 光？', ': 有篇新聞寫大學校長希望港澳學生趕快來', ': 至少在開學前隔離完畢XDDD', ': 可以，但要隔離14天，一般觀光客不會', ': 來啦', ': 2月7日起港澳人士，入台要居家隔離14天。']"
507,Re: [討論] 美航聯航停飛香港班機,2/05,"[': 台灣老闆要錢不要員工命', ': 勇敢的台灣人 要錢不要命==', ': 然後台灣政客又孬孬', ': 柯韓粉會無視你這篇繼續罵蔡英文', ': 政府一樣可以主動出擊停航。', ': 現在飛這種也是賠錢', ': 台灣老闆都是要錢不要命', ': 政府主動變成 應該是用回來強制隔離', ': 只是單純的需求下降 賠錢乾脆先停吧', ': 你想太多']"
508,[討論] 美航聯航停飛香港班機 那台灣呢 蔡英文?,2/05,"[': 美籍航空停飛而已，國泰沒停', ': 台灣現在已經停止14天內入境中國過的', ': 人入境了 這作法已經跟美國同步', ': 斷航中國真的可考慮，不過我看中國城市', ': 也快封光了', ': 五毛先自殺', ': 現在斷航才能護台灣經濟吧 避免被歐美', ': 停航 ，對岸現在多停工也沒啥好經濟的吧']"
509,[討論] 香港下一個是誰,2/04,"[': 劉德華', ': 沒有下一個啊  香港守不住中國就贏了', ': 想要台灣  開航母過來試試', ': 雄三會告訴你這是國內還國外', ': 我有在持續關注喔', ': 只有柯粉一直在試圖淡化', ': https://i.imgur.com/TgWlO7K.jpg']"
510,[轉錄] 陳為廷 請守護香港,2/04,"[': 咦選舉完了 芒果乾吃完了 還要演？', ': 手手又想壞壞了?', ': 的奶子', ': 大哥奶襲', ': 先守住自己國家吧', ': 先學會管好自己的手', ': 去啊', ': https://i.imgur.com/ILFBihR.jpg', ': https://i.imgur.com/zQXHPU0.jpg']"
511,[黑特] 香港區議員梁凱晴支持醫護罷工,2/04,"[': 大', ': 臺灣又在喊騷了？', ': 有奶就推', ': 我想揉他奶射在凱晴臉上', ': 有貓才推', ': 不是都停發簽證了', ': 讚讚讚讚讚', ': 高官權貴要來啊= =', ': 推', ': 大奶穿緊身，讚', ': 有報應']"
512,[Live] 【香港】美孚居民反對近民居 隔離營,2/02,"[': 來我家啊 對了我沒有家嗚嗚嗚嗚', ': 呵呵，這時候綠粉又要精神錯亂了', ': 到底是誰雙標這種情況一看就知道了', ': 不公開怕恐慌好棒棒不是嗎？', ': 香港政府做法是對的 居民真的來亂的', ': 柯糞這時就閉嘴不喊公開了', ': 林鄭英文也不公佈', ': 陽明山居民', ': 笑死 菸粉不來撐嗎?']"
513,[黑特] 中國在WHO排除台灣，香港也參了一腳,2/02,"[': 香港的高官哪一個不是狗呢?', ': 香港=中國 中國搞的懂 同腳沒分家過', ': 香港是可以決定什麼事嗎', ': 你把林鄭月娥和陳馮富珍這種共狗等', ': 同香港人嗎?', ': 沒紅骨 且擁有獨立思考的正香港人。中', ': 國北京中央不可能讓那種港仔當高官的', ': 其實不只高官啦，以前香港人對於台灣被中', ': 國國際打壓完全不曾幫聲過，現在是香港人', ': 意識到自己處境跑來蹭台灣的，我個人就私', ': 下來說，我不怎麼喜歡香港人這種態度跟做', ': 法甚至可以直白說我滿討厭香港人啦，但以', ': 大局來說敵人的敵人就是朋友，表面上我還', ': 是會以大局為重，會配合友善香港人。', ': 中共政協當然聽中共啊', ': 很多台灣人不知道,香港人對中共已經', ': 抗爭了超過16年了', ': 中共之所以敢在2019年悍然推出送中', ': 條例並且大肆殺害年輕人,很大原因,', ': 就是國民黨在台灣在1124的選舉中大', ': 獲全勝', ': 1124的選舉結果,基本上是台灣無產階', ': 級的一次勝利,對中共有極大的激勵鼓', ': 舞作用', ': 結果鎮壓反送中讓民進黨大獲全勝，中共的', ': 判斷力那麼差？']"
514,[討論]香港大埔區議員派發數百盒口罩給當地居民,2/02,"[': 這就對了，支持民主同時', ': 選民服務也要做好']"
515,[討論] 港人支持香港警察前往武漢報效國家,2/01,"[': 我也支持港警前進武漢支援', ': 趕緊把用在對付示威者的狠勁，用在病人', ': ..病毒上', ': 哈', ': 港警不就是有牌的古惑仔', ': 做圖者是反諷吧 好心機']"
516,[討論] 香港反送中徹底結束了嗎？,2/01,"[': 前幾天不是有人丟汽油彈', ': 現在流感是命重要還是抗議重要，等等吧', ': 都817了誰還管香港啊', ': 小英連任了 誰還理香港 小朋友喔', ': 對阿 KMT最挺黑警了', ': 因為武漢肺炎 反送中暫停集會 Google都有', ': https://i.imgur.com/78hQFz7.jpg', ': 反共哪有可能結束 ? 你以為香港人是', ': 新加坡人喔 ?', ': 現在醫生護士罷工運動要展開', ': 新加坡現在拒絕中國人入境囉\u3000別亂笑', ': 新加坡徵用大學宿舍做隔離區,如果發', ': 生在臺灣,你看附近幾萬居民會不會暴', ': 動?', ': 香港粉嶺才剛暴動完,市民丟汽油彈,', ': 焚燒被徵用公宅大廳', ': 福建的鄉民前天的暴動大家也看到了', ': https://lihkg.com/thread/1854740/', ': page/1', ': https://i.imgur.com/q8jHrqE.jpg', ': 今夜1/31晚是831屠殺案的5周月,警方', ': 再度圍堵大批悼念市民', ': 當然是沒有結束  只是台灣沒新聞', ': 照片中港警好像都拉住女生,年輕的花', ': 姑娘', ': 消費完了要什麼新聞 關心不介入 現在', ': 連關心都不用了', ': 香港警察現在被市民稱為毅進仔,就是', ': 年滿21歲不用任何學歷即可到毅進學', ': 校進修(形式上過個水,很多人都只有', ': 國中程度),然後一邊領著臺灣鄉民羨', ': 慕的高薪,一邊毆打、強姦、謀殺那些', ': 家庭出身和學歷比自己高上一大截的', ': 其他年輕大學生', ': 都大勝了，誰管香港死活!港仔本來就是中', ': 國人，選舉前才利用一下!', ': 未來蔡政府和香港人的關係應該不會', ': 少', ': 還有一點,國民黨不會毀在選舉輸掉失', ': 勢', ': 所以整天只會從選舉角度看事情的可', ': 以不用再嚷嚷', ': 4年後再來', ': 都選完了當然是冷處理關心不介入啊XDD', ': 等需要的時候再開始放訊息24小時播放抗爭', ': 畫面', ': 藍營支持者如果是用這種態度看待香', ': 港問題，後果會很嚴重的，當然他們', ': 不在乎', ': 有台灣女生被港警抓走了', ': 大年初一的催淚彈你是沒看到哦？', ': 已經進入天滅中共階段了']"
517,Re: [討論] 香港這次肺炎是不是完蛋啦？,1/31,"[': 你得到它了', ': 說太明了，一堆人會崩', ': 洗人口 留港不留人', ': 沒錯']"
518,[討論] 香港這次肺炎是不是完蛋啦？,1/31,"[': 不會  香港人早就準備了很多口罩', ': 警察有催淚彈，我們有武漢肺炎', ': 年輕人都準備好了吧', ': https://youtu.be/Gc68zf8wAuo', ': 抗議的口罩沒法防病毒吧', ': 就說不是每個人都需要戴了', ': 還在用總人口算', ': 難道中國一天需要十幾億片嗎', ': 樓上我怕很快就需要了..', ': 香港特區政府是跟中國中央要三千萬片的', ': 口罩 中共是有答應啦 但就不知道會不會', ': 真的照承諾送到香港 不過鄰國各大論壇', ': 網友都幹死中共了XDDD', ': 基本上 武漢肺炎最大的意外政治效應', ': 大概就中共的威望這一波會大跌不少', ': 現在中共的很多處置 已經變得裡外不是', ': 人了', ': 像很親中共當權派的觀察者網 除了更加', ': 不爽香港人分他們中國口罩量的要求外', ': 正解', ': 也很多不爽為何中共官方要答應香港特區', ': 政府的請求', ': 其實那些井蛙毛左就是不甘心 他們的命', ': 武漢肺炎 救了林鄭  肺炎讓反送中集會暫停', ': 就是比香港人還低一截 因為香港還勉強', ': 能靠著國際金融中心的地位 讓中共無法', ': 港防疫急升最高級 反送中集會暫停', ': 完全不管特區政府的需求 然後還得承諾', ': 要從他殺本土的口罩量調三千萬給香港', ': 那讓一堆深紅支持者的鄰國五毛 心理上', ': 也很不是滋味啊 這對中共威望的根基是', ': 很大的動搖的', ': 香港人哪會怕死 肺炎還天天上街抗議', ': 香港醫護下周要罷工了，你平時沒關注吧', ': https://reurl.cc/rleeMb 觀察者網的', ': 此議題新聞還有討論', ': 基本上 鄰國的口罩荒可能也比我們這邊', ': 想像得更嚴重 所以現在政府嚴擋 就一堆', ': 跳版五毛在八卦版跳針跳腳', ': 香港關口岸，台灣敢關兩岸航班嗎？', ': 絕對是，有老人買不到口罩只好一個口罩戴', ': 一個禮拜，從amazon訂口罩被政府列為違禁', ': 品不能寄，公職醫護中簽要去隔離病房照顧2', ': 6病人，寧願賠兩個月薪水馬上離職，香港絕', ': 對會被這次疫情拖垮。陰謀論的說法，林鄭', ': 政府故意把疫情擴大，市民不敢遊行，香港', ': 經濟回到SARS時期，又只好接受26自由行了', ': 香港有在跟國外團購口罩 可是團購的速', ': 度跟不上疫情的進度 跟台灣買台灣禁止', ': 跟泰國買現在換泰國禁止']"
